"","population","county","state","median_age","household_income","per_capita_income","poverty_count","poverty_rate","unemployment_rate"
"2502",8300,"Turner","South Dakota",42,59242,30677,886,10.6746987951807,1.09638554216867
"2503",15368,"Union","South Dakota",40,70378,42411,1305,8.49167100468506,0.995575221238938
"2504",5457,"Walworth","South Dakota",42.8,55583,32563,519,9.51072017592084,1.28275609309144
"2505",22717,"Yankton","South Dakota",41.8,58342,31772,2372,10.4415195668442,1.76519786943699
"2506",2791,"Ziebach","South Dakota",33.1,37400,16555,1181,42.3145825868864,11.3579362235758
"2507",76061,"Anderson","Tennessee",43.3,50392,28455,12481,16.4091978806484,2.77408921786461
"2508",48292,"Bedford","Tennessee",37.9,50415,24864,6818,14.1182804605318,2.05831193572434
"2509",16140,"Benton","Tennessee",47.9,37512,22636,3122,19.3432465923172,2.67038413878563
"2510",14836,"Bledsoe","Tennessee",44.1,44122,21700,3162,21.3130223779995,4.0576974925856
"2511",129927,"Blount","Tennessee",43.7,56667,30548,14179,10.9130511748905,2.15659562677504
"2512",105749,"Bradley","Tennessee",39.5,51331,26655,16333,15.4450633102914,2.52200966439399
"2513",39797,"Campbell","Tennessee",44.1,39803,24212,8158,20.4990325903963,3.91486795487097
"2514",14178,"Cannon","Tennessee",42,55330,26435,2216,15.6298490619269,1.79150797009451
"2515",27886,"Carroll","Tennessee",42.5,42637,22394,5009,17.9624184178441,2.23768199096321
"2516",56433,"Carter","Tennessee",45.4,38092,23205,12079,21.4041429659951,2.00591852285011
"2517",40181,"Cheatham","Tennessee",40.3,61913,27893,4190,10.4278141410119,2.05818670515915
"2518",17190,"Chester","Tennessee",37.7,51946,22629,2524,14.6829552065154,3.29261198371146
"2519",31732,"Claiborne","Tennessee",43.1,36835,21566,6825,21.5082566494391,3.04739694945166
"2520",7654,"Clay","Tennessee",47.3,32167,18983,1969,25.7251110530442,1.5286124902012
"2521",35552,"Cocke","Tennessee",45.2,36716,21867,8242,23.1829432943294,3.67630513051305
"2522",55209,"Coffee","Tennessee",39.7,50351,26557,7613,13.7894183919289,2.13733268126574
"2523",14399,"Crockett","Tennessee",40.7,44717,23771,2524,17.528995069102,2.18765192027224
"2524",59216,"Cumberland","Tennessee",51,45958,25832,8020,13.5436368549041,2.10247230478249
"2525",687488,"Davidson","Tennessee",34.3,60388,36440,99119,14.4175607428784,2.38229612735059
"2526",11686,"Decatur","Tennessee",46.4,42031,23857,2016,17.2514119459182,3.87643333903817
"2527",19847,"DeKalb","Tennessee",41.1,45511,25399,3564,17.9573739104147,2.14642011387111
"2528",52680,"Dickson","Tennessee",39.1,53076,27115,7064,13.4092634776006,1.48253606681853
"2529",37416,"Dyer","Tennessee",40.5,44185,27710,6788,18.1419713491554,2.95328201838786
"2530",40164,"Fayette","Tennessee",45.8,60711,33383,5327,13.2631212030674,2.96285230554726
"2531",18213,"Fentress","Tennessee",45.2,36520,20093,3649,20.0351397353539,2.92099050129029
"2532",41725,"Franklin","Tennessee",42.2,51585,28317,5696,13.6512881965249,1.75434391851408
"2533",49228,"Gibson","Tennessee",39.9,43171,23211,7600,15.438368408223,2.65093036483302
"2534",29285,"Giles","Tennessee",43.9,49614,25690,4186,14.2940071709066,2.62250298787775
"2535",23101,"Grainger","Tennessee",45,44064,23595,4146,17.9472750097398,2.39383576468551
"2536",68834,"Greene","Tennessee",44.7,42595,25190,11119,16.1533544469303,2.07310340819944
"2537",13344,"Grundy","Tennessee",43.4,40516,20592,2977,22.3096522781775,3.53717026378897
"2538",64132,"Hamblen","Tennessee",40.7,43619,23517,10828,16.8839269007672,3.22771783197156
"2539",360919,"Hamilton","Tennessee",39.7,55070,32839,44952,12.4548721458277,2.47894957040222
"2540",6587,"Hancock","Tennessee",44.5,30136,23728,1814,27.5390921512069,3.23364202216487
"2541",25443,"Hardeman","Tennessee",40.3,40304,18172,3816,14.9982313406438,4.252643163149
"2542",25715,"Hardin","Tennessee",45.3,40682,24243,5075,19.7355629010305,2.57826171495236
"2543",56611,"Hawkins","Tennessee",44.9,41924,24695,10621,18.7613714649096,2.79450990090265
"2544",17623,"Haywood","Tennessee",42,37905,21839,3267,18.5382738466776,3.02445667593486
"2545",27977,"Henderson","Tennessee",41.5,43305,22695,5183,18.5259320155842,2.93812774779283
"2546",32284,"Henry","Tennessee",45.8,40502,24124,6382,19.7683062817495,1.93594350142485
"2547",24813,"Hickman","Tennessee",41.1,43596,22856,4308,17.3618667633902,1.68460081408939
"2548",8164,"Houston","Tennessee",43.9,42711,22360,1321,16.1807937285644,2.38853503184713
"2549",18435,"Humphreys","Tennessee",42,45667,25428,2806,15.2210469216165,3.2655275291565
"2550",11682,"Jackson","Tennessee",46.8,35207,21037,2196,18.7981510015408,2.84197911316555
"2551",53679,"Jefferson","Tennessee",43.9,49139,25159,6822,12.7088805678198,2.5261275359079
"2552",17753,"Johnson","Tennessee",46,36004,22107,3892,21.9230552582662,1.40257984565989
"2553",461104,"Knox","Tennessee",37.4,57470,33229,65448,14.1937610604115,2.240492383497
"2554",7401,"Lake","Tennessee",41.5,35191,15732,1315,17.7678692068639,2.35103364410215
"2555",25989,"Lauderdale","Tennessee",38.3,39896,18515,4888,18.8079572126669,3.07822540305514
"2556",43390,"Lawrence","Tennessee",39.3,43614,21720,7250,16.7089191057847,3.39709610509334
"2557",12027,"Lewis","Tennessee",43.3,37277,21516,2295,19.0820653529558,1.10584518167457
"2558",33924,"Lincoln","Tennessee",42.6,49485,26965,4919,14.5000589553119,1.85414455842471
"2559",52340,"Loudon","Tennessee",47.6,58065,31478,5845,11.1673672143676,2.01184562476118
"2560",23842,"Macon","Tennessee",39.4,37430,22527,4054,17.003607079943,1.44702625618656
"2561",97625,"Madison","Tennessee",38.7,48161,26722,17412,17.835595390525,2.28322663252241
"2562",28538,"Marion","Tennessee",43.4,49432,25467,4332,15.1797603195739,1.72401710000701
"2563",32965,"Marshall","Tennessee",38.9,53197,25410,4531,13.7448809343243,2.87577733960261
"2564",91976,"Maury","Tennessee",39.1,57170,28970,9146,9.94389840828042,2.03313907975994
"2565",53053,"McMinn","Tennessee",42.6,43285,23885,9937,18.7303262774961,2.57666861440446
"2566",25844,"McNairy","Tennessee",43.5,39161,20934,4783,18.5071970283238,4.57359541866584
"2567",12104,"Meigs","Tennessee",46,49167,24525,2006,16.5730337078652,3.76734963648381
"2568",46064,"Monroe","Tennessee",43.9,42429,23207,8326,18.0748523792984,3.23680097255992
"2569",200180,"Montgomery","Tennessee",30.8,57541,26923,26060,13.0182835448097,2.88290538515336
"2570",6378,"Moore","Tennessee",45,57708,30658,484,7.58858576356225,2.17936657259329
"2571",21545,"Morgan","Tennessee",41.6,41333,20204,4232,19.6426084938501,2.40427013228127
"2572",30365,"Obion","Tennessee",42.6,39615,23375,6267,20.6388934628684,2.44360283220813
"2573",22068,"Overton","Tennessee",43,37197,21808,3736,16.9294906652166,1.48178357803154
"2574",7962,"Perry","Tennessee",43.2,41034,27970,2099,26.3627229339362,3.25295151971866
"2575",5079,"Pickett","Tennessee",50.1,39554,24907,1001,19.7086040559165,1.90982476865525
"2576",16814,"Polk","Tennessee",45.6,43306,25405,2473,14.7079814440347,3.20566194837635
"2577",77447,"Putnam","Tennessee",36.4,44259,24946,14041,18.12981781089,2.62114736529498
"2578",32719,"Rhea","Tennessee",38.9,42206,22336,6122,18.7108407958678,3.72566398728567
"2579",53075,"Roane","Tennessee",46.4,53367,30209,7237,13.6354215732454,2.73386716910033
"2580",70280,"Robertson","Tennessee",39,63307,29524,7983,11.3588503130336,2.50711439954468
"2581",315815,"Rutherford","Tennessee",33.5,67429,30159,34439,10.9048018618495,2.41375488814654
"2582",21969,"Scott","Tennessee",39.4,38864,20849,4687,21.3346078565251,2.89043652419318
"2583",14816,"Sequatchie","Tennessee",44.1,49370,23050,2874,19.3979481641469,2.12607991360691
"2584",97068,"Sevier","Tennessee",42.9,49610,25283,13078,13.4730292166316,2.39419788189723
"2585",936374,"Shelby","Tennessee",35.6,51657,30104,177675,18.9747899877613,3.56396055422299
"2586",19740,"Smith","Tennessee",40.3,48068,28797,3482,17.6393110435664,1.52482269503546
"2587",13427,"Stewart","Tennessee",44.2,45809,24113,1821,13.5622253667982,2.74074625754078
"2588",157050,"Sullivan","Tennessee",45.1,46684,28429,24615,15.6733524355301,2.79401464501751
"2589",183437,"Sumner","Tennessee",39.8,67204,33851,16277,8.87334616244269,1.5672955837699
"2590",61447,"Tipton","Tennessee",37.5,61291,28457,7503,12.2105228896447,2.94237310202288
"2591",10231,"Trousdale","Tennessee",35.1,56321,24795,947,9.25618219137914,3.02023262633174
"2592",17811,"Unicoi","Tennessee",46.5,41890,23455,3142,17.6407837853012,2.52091404188423
"2593",19488,"Union","Tennessee",43,44671,24010,4216,21.6338259441708,3.47393267651888
"2594",5760,"Van Buren","Tennessee",46.9,42724,20634,947,16.4409722222222,4.02777777777778
"2595",40702,"Warren","Tennessee",40,41125,22802,8714,21.4092673578694,2.25296054247949
"2596",127805,"Washington","Tennessee",40.2,48334,29656,18955,14.8311881381793,2.23074214623841
"2597",16693,"Wayne","Tennessee",43,41427,20689,2635,15.7850596058228,2.70173126460193
"2598",33510,"Weakley","Tennessee",38.6,39937,22755,6264,18.692927484333,2.52461951656222
"2599",26800,"White","Tennessee",43.2,41998,22040,4280,15.9701492537313,2.6865671641791
"2600",225389,"Williamson","Tennessee",39.1,112962,52702,9776,4.33739002347053,1.46857211310224
"2601",136666,"Wilson","Tennessee",40.4,75991,34575,10383,7.5973541334348,1.96903399528778
"2602",57810,"Anderson","Texas",39.3,43455,17280,6598,11.4132503027158,1.10880470506833
"2603",18036,"Andrews","Texas",30.8,76158,30673,1647,9.13173652694611,1.75759591927257
"2604",87322,"Angelina","Texas",37.5,50453,23147,15026,17.2075765557362,2.97405006756602
"2605",24462,"Aransas","Texas",50.6,45137,30863,5127,20.9590385087074,3.23767476085357
"2606",8716,"Archer","Texas",44.5,63835,34617,1033,11.8517668655346,1.48003671408903
"2607",1973,"Armstrong","Texas",46,72500,31749,174,8.81905727318804,0.456158134820071
"2608",49528,"Atascosa","Texas",35.4,55366,23890,7196,14.5291552253271,4.07042481020837
"2609",29764,"Austin","Texas",40.7,66206,30219,3583,12.0380325225104,2.75500604757425
"2610",7100,"Bailey","Texas",33.3,52273,21945,590,8.30985915492958,1.1830985915493
"2611",22215,"Bandera","Texas",52.2,58661,29561,3455,15.5525545802386,1.95813639432816
"2612",84522,"Bastrop","Texas",38.4,64597,27773,9230,10.9202337852867,2.73183313220227
"2613",3577,"Baylor","Texas",45.9,40739,22987,406,11.3502935420744,1.06234274531731
"2614",32611,"Bee","Texas",35.3,44578,18340,5120,15.7002238508479,2.65861212474318
"2615",348574,"Bell","Texas",31,54884,26677,46752,13.4123600727536,3.3344426147676
"2616",1952843,"Bexar","Texas",33.6,57157,27834,301755,15.4520870341343,2.6214088895011
"2617",11478,"Blanco","Texas",50.4,66390,37998,1015,8.84300400766684,2.5614218504966
"2618",613,"Borden","Texas",41.7,72188,34028,16,2.61011419249592,0.978792822185971
"2619",18296,"Bosque","Texas",46.6,52148,26636,2823,15.4296020988194,1.85286401399213
"2620",93373,"Bowie","Texas",38,50164,27095,14534,15.565527507952,2.37220609812258
"2621",360677,"Brazoria","Texas",35.8,81447,34561,30317,8.40558172547737,2.16842216165711
"2622",222981,"Brazos","Texas",26.5,49181,27632,50496,22.6458756575672,1.96205057830039
"2623",9231,"Brewster","Texas",43.7,47080,28915,1254,13.5846603834904,2.15577943884736
"2624",1457,"Briscoe","Texas",46.4,40227,23933,233,15.9917638984214,2.05902539464653
"2625",7141,"Brooks","Texas",29.7,28333,14523,2724,38.1459179386641,4.57919058955328
"2626",37855,"Brown","Texas",41.5,48365,27463,4545,12.0063399815084,1.88350283978338
"2627",18058,"Burleson","Texas",43.3,57731,30086,2095,11.6015062576144,2.21508472699081
"2628",46530,"Burnet","Texas",44.6,59492,30980,4661,10.0171932086826,1.91059531485063
"2629",42144,"Caldwell","Texas",35.9,54152,25086,7541,17.8934130599848,1.20301822323462
"2630",21668,"Calhoun","Texas",37.7,58776,27268,2923,13.489939080672,2.59830164297582
"2631",13856,"Callahan","Texas",44.2,48651,26051,1462,10.5513856812933,1.79705542725173
"2632",421666,"Cameron","Texas",31.7,38758,17430,120764,28.6397290746705,2.34379817201292
"2633",12878,"Camp","Texas",37.6,48207,22449,2372,18.4190091629135,2.97406429569809
"2634",6009,"Carson","Texas",40.6,74872,34708,493,8.20436012647695,1.13163587951406
"2635",30059,"Cass","Texas",43.3,44848,23075,5455,18.147642968828,3.12718320636082
"2636",7673,"Castro","Texas",34.8,50142,21884,1038,13.5279551674704,1.10778052912811
"2637",41305,"Chambers","Texas",35.2,91141,35916,4960,12.0082314489771,2.72848323447525
"2638",52118,"Cherokee","Texas",37.9,48186,22391,8013,15.374726581987,2.57300740627039
"2639",7253,"Childress","Texas",34.5,43181,21233,799,11.016131256032,3.48821177443816
"2640",10403,"Clay","Texas",46.6,55989,29159,1259,12.1022781889839,2.40315293665289
"2641",2887,"Cochran","Texas",35.1,40962,21463,730,25.2857637686179,3.70626948389332
"2642",3303,"Coke","Texas",48.1,45000,25285,398,12.0496518316682,1.301846805934
"2643",8334,"Coleman","Texas",47.2,46743,27752,1135,13.618910487161,1.48788096952244
"2644",973977,"Collin","Texas",36.9,96913,44548,60908,6.2535357611114,2.01842548643346
"2645",2969,"Collingsworth","Texas",39.6,39120,25681,493,16.6049174806332,4.31121589760862
"2646",21224,"Colorado","Texas",42.9,52559,29552,2080,9.80022615906521,1.61138333961553
"2647",141642,"Comal","Texas",42.2,79936,38991,10712,7.5627285692097,1.65487637847531
"2648",13529,"Comanche","Texas",44.8,53516,26728,1485,10.9764210215094,1.59657033040136
"2649",3266,"Concho","Texas",45.3,47500,21420,268,8.20575627679118,0.367421922841396
"2650",40041,"Cooke","Texas",40.7,60202,30704,5024,12.5471391823381,2.26767563247671
"2651",75280,"Coryell","Texas",31.8,52893,22400,7829,10.3998405951116,2.77895855472901
"2652",1642,"Cottle","Texas",37.1,32305,19797,505,30.7551766138855,3.71498172959805
"2653",4802,"Crane","Texas",32.7,65969,27893,379,7.89254477301125,0.624739691795085
"2654",3484,"Crockett","Texas",38.8,47386,26178,637,18.2835820895522,0
"2655",5836,"Crosby","Texas",38.4,40759,19443,1189,20.3735435229609,2.41603838245374
"2656",2214,"Culberson","Texas",34.4,37900,15109,653,29.4941282746161,4.6070460704607
"2657",7304,"Dallam","Texas",31.7,58811,27491,878,12.0208105147864,0.985761226725082
"2658",2606868,"Dallas","Texas",33.4,59607,32653,395812,15.1834308449833,2.50584225975385
"2659",12813,"Dawson","Texas",33.5,43239,20084,2840,22.1649886833685,2.14625770701631
"2660",18736,"Deaf Smith","Texas",31.9,49701,21616,2995,15.985269000854,1.7933390264731
"2661",5249,"Delta","Texas",44.3,51038,27667,1039,19.7942465231473,1.27643360640122
"2662",833822,"Denton","Texas",35.5,86913,41153,62681,7.51731184833214,2.18451899805954
"2663",20340,"DeWitt","Texas",41,55357,28910,2946,14.4837758112094,2.94001966568338
"2664",2203,"Dickens","Texas",46,42540,25025,410,18.6109850204267,3.76758965047662
"2665",10438,"Dimmit","Texas",34.3,27161,16925,3477,33.3109791147729,4.92431500287411
"2666",3342,"Donley","Texas",41.4,42961,25534,447,13.3752244165171,1.16696588868941
"2667",11268,"Duval","Texas",36.1,41186,17637,2426,21.5299964501242,4.12673056443024
"2668",18273,"Eastland","Texas",41.2,37276,24548,3168,17.3370546708258,1.9537021835495
"2669",160579,"Ector","Texas",30.4,62973,28954,18899,11.7692849002672,3.01782923047223
"2670",1918,"Edwards","Texas",49.1,40766,24689,165,8.60271115745568,0
"2671",836062,"El Paso","Texas",32.2,46871,21683,165719,19.8213768835326,2.72384105485
"2672",173772,"Ellis","Texas",36.2,76871,32571,15026,8.64696268673895,1.73042837741408
"2673",41841,"Erath","Texas",30.4,52742,27639,7305,17.4589517458952,1.77577017757702
"2674",17272,"Falls","Texas",39,39497,18745,4113,23.8131079203335,1.79481241315424
"2675",34537,"Fannin","Texas",41.3,54648,27112,3796,10.9911109824246,1.60118134174943
"2676",25141,"Fayette","Texas",47,60189,30170,2929,11.6502923511396,1.51943041247365
"2677",3856,"Fisher","Texas",44.6,46146,28750,575,14.9118257261411,2.02282157676349
"2678",5803,"Floyd","Texas",37.2,50580,23617,847,14.5958986731001,2.25745304153024
"2679",1275,"Foard","Texas",51.2,43625,27573,129,10.1176470588235,4.54901960784314
"2680",765394,"Fort Bend","Texas",36.3,97743,39994,56251,7.3492867725642,2.58180753964625
"2681",10716,"Franklin","Texas",43.2,53783,28789,988,9.21985815602837,3.04217991787981
"2682",19714,"Freestone","Texas",41.5,49471,24621,3260,16.5364715430658,1.62321193060769
"2683",19871,"Frio","Texas",31.2,46729,19256,3618,18.2074379749384,2.40551557546173
"2684",20706,"Gaines","Texas",27.8,63054,23533,3143,15.1791751183232,2.27470298464213
"2685",332885,"Galveston","Texas",37.7,73330,36819,40485,12.1618576986046,3.1311113447587
"2686",6070,"Garza","Texas",41.1,49627,19997,829,13.6573311367381,0.840197693574959
"2687",26459,"Gillespie","Texas",50,59155,34077,2476,9.35787444725802,2.04089345780264
"2688",1510,"Glasscock","Texas",30.8,78456,31830,177,11.7218543046358,0
"2689",7565,"Goliad","Texas",46.1,60690,29855,980,12.9543952412426,2.14144084600132
"2690",20731,"Gonzales","Texas",36.3,53577,27407,2886,13.9211808402875,1.4760503593652
"2691",22410,"Gray","Texas",36.5,47952,24686,3412,15.2253458277555,2.35162873717091
"2692",131014,"Grayson","Texas",39.9,54815,28011,16775,12.8039751476941,2.21961011800266
"2693",123443,"Gregg","Texas",35.6,50180,26535,21494,17.4120849298867,2.18481404372868
"2694",27984,"Grimes","Texas",40.4,52913,25638,4134,14.7727272727273,2.38350485991995
"2695",158966,"Guadalupe","Texas",37,74496,31842,14297,8.99374709057283,1.74691443453317
"2696",33826,"Hale","Texas",33.4,48384,20986,5046,14.9175190681724,2.12262756459528
"2697",3048,"Hall","Texas",44.6,34673,21907,685,22.4737532808399,4.6259842519685
"2698",8332,"Hamilton","Texas",45.8,50825,26930,1402,16.8266922707633,0.85213634181469
"2699",5520,"Hansford","Texas",35.1,38000,20410,947,17.1557971014493,1.93840579710145
"2700",3945,"Hardeman","Texas",43.5,41859,24078,544,13.7896070975919,3.59949302915082
"2701",56765,"Hardin","Texas",39.2,60339,30399,6768,11.9228397780322,1.54672773716198
"2702",4646630,"Harris","Texas",33.5,61705,32765,722792,15.5551873077908,2.98969360590363
"2703",66580,"Harrison","Texas",38.7,52220,27086,11290,16.9570441574046,2.39411234604987
"2704",5669,"Hartley","Texas",38.1,58298,20563,251,4.42758863997178,0.141118363026989
"2705",5726,"Haskell","Texas",43.5,40313,20394,1072,18.7216206776109,5.37897310513447
"2706",213366,"Hays","Texas",32,68717,32118,28214,13.2232876840734,2.48868142065746
"2707",3994,"Hemphill","Texas",36.4,70625,31530,326,8.16224336504757,2.45368052078117
"2708",81070,"Henderson","Texas",43.9,47355,26121,13599,16.7743925003084,2.0907857407179
"2709",855176,"Hidalgo","Texas",29.2,40014,17175,250879,29.3365342338887,2.85227836141332
"2710",35689,"Hill","Texas",42.1,53307,26370,4383,12.2810950152708,2.89725125388775
"2711",23064,"Hockley","Texas",33.8,48248,23604,3662,15.8775580992022,3.58133888310787
"2712",58318,"Hood","Texas",47,64041,35606,5615,9.62824513872218,1.66672382454817
"2713",36486,"Hopkins","Texas",39.2,52078,26821,5027,13.7778874088692,1.98980430850189
"2714",22954,"Houston","Texas",44.5,37904,19129,4308,18.7679707240568,0.670907031454213
"2715",36349,"Howard","Texas",36.5,54208,24547,5470,15.0485570442103,2.95744036974882
"2716",4415,"Hudspeth","Texas",37,31677,14239,886,20.0679501698754,1.85730464326161
"2717",94162,"Hunt","Texas",38,54959,25926,14681,15.5912151398653,2.34701896731165
"2718",21344,"Hutchinson","Texas",38,52524,24434,3083,14.4443403298351,2.946964017991
"2719",1620,"Irion","Texas",42.7,47500,28487,241,14.8765432098765,2.53086419753086
"2720",8852,"Jack","Texas",39.6,52045,24956,1255,14.1775869859919,1.46859466787167
"2721",14816,"Jackson","Texas",37.7,62806,27051,1942,13.1074514038877,1.55237580993521
"2722",35506,"Jasper","Texas",40.5,44370,25269,6371,17.9434461781107,3.39097617304118
"2723",2241,"Jeff Davis","Texas",55.8,53088,26531,85,3.79294957608211,1.51717983043284
"2724",254340,"Jefferson","Texas",36.2,51248,27094,41948,16.4928835417158,2.149484941417
"2725",5231,"Jim Hogg","Texas",32.4,33382,16864,1576,30.1280825845919,4.41598164786848
"2726",40972,"Jim Wells","Texas",34.6,41505,21510,9388,22.9132090207947,2.15024895050278
"2727",167212,"Johnson","Texas",36.8,64359,28579,16799,10.0465277611655,1.71159964595842
"2728",19943,"Jones","Texas",38.2,50344,18081,1782,8.93546607832322,0.837386551672266
"2729",15545,"Karnes","Texas",35.4,56127,27612,2199,14.1460276616275,1.82695400450306
"2730",123804,"Kaufman","Texas",35.5,70107,28634,13864,11.1983457723498,2.78666278957061
"2731",43769,"Kendall","Texas",41.4,84747,45866,2411,5.50846489524549,1.93972903196326
"2732",568,"Kenedy","Texas",39.7,38021,15211,31,5.45774647887324,0
"2733",647,"Kent","Texas",51,44688,30543,87,13.4466769706337,1.70015455950541
"2734",51843,"Kerr","Texas",47.4,55990,32988,5880,11.3419362305422,2.3686900835214
"2735",4373,"Kimble","Texas",52.1,43328,30099,964,22.0443631374343,2.01234850217242
"2736",237,"King","Texas",40,52083,26199,25,10.5485232067511,5.48523206751055
"2737",3659,"Kinney","Texas",49.8,26738,23934,667,18.2290243235857,0.929215632686526
"2738",30974,"Kleberg","Texas",28.3,43730,22646,7904,25.5181765351585,3.86130302834635
"2739",3705,"Knox","Texas",39.5,48798,23146,535,14.4399460188934,1.53846153846154
"2740",7416,"La Salle","Texas",36.5,50151,21110,1098,14.8058252427184,1.28101402373247
"2741",49611,"Lamar","Texas",40.7,45117,25038,8530,17.1937675112374,2.19910906855335
"2742",13123,"Lamb","Texas",36.4,45111,22337,2453,18.6923721709975,1.57738322030024
"2743",20862,"Lampasas","Texas",43.1,60772,29412,2280,10.9289617486339,3.03901831080433
"2744",20021,"Lavaca","Texas",43.4,54403,32188,2083,10.4040757204935,1.49343189650867
"2745",17058,"Lee","Texas",41.1,54744,27227,2040,11.9591980302497,1.23109391487865
"2746",17225,"Leon","Texas",44.3,43045,30129,3023,17.5500725689405,2.57184325108853
"2747",83702,"Liberty","Texas",35.5,51494,23461,10708,12.7930037514038,2.74903825476094
"2748",23417,"Limestone","Texas",39.9,44418,22595,4388,18.7385232950421,2.80992441388735
"2749",3398,"Lipscomb","Texas",34.7,59091,28131,428,12.5956444967628,3.06062389640965
"2750",12139,"Live Oak","Texas",42.2,53848,25370,1837,15.1330422604827,0.906170195238488
"2751",21047,"Llano","Texas",57.4,53411,37050,2211,10.5050601035777,2.89352401767473
"2752",98,"Loving","Texas",55.2,83750,33624,15,15.3061224489796,0
"2753",304808,"Lubbock","Texas",30.8,52429,27922,55155,18.0949975066271,1.93564473373402
"2754",5830,"Lynn","Texas",37.3,43382,24917,1053,18.0617495711835,2.95025728987993
"2755",14197,"Madison","Texas",35.2,52664,20748,1319,9.29069521729943,1.20447981968021
"2756",10017,"Marion","Texas",50.6,37662,27566,1901,18.9777378456624,4.01317759808326
"2757",5649,"Martin","Texas",32.7,66610,30548,474,8.39086563993627,2.08886528589131
"2758",4186,"Mason","Texas",46.3,42276,30388,447,10.6784519827998,2.72336359292881
"2759",36774,"Matagorda","Texas",38.2,48913,25172,6884,18.7197476477946,2.60238211780062
"2760",58174,"Maverick","Texas",29.6,39625,16779,15616,26.8436071097054,3.78519613573074
"2761",8057,"McCulloch","Texas",44.6,47707,24311,1326,16.4577386123867,1.4521534069753
"2762",251089,"McLennan","Texas",33.3,49778,25703,46207,18.4026381083998,1.98614833784037
"2763",774,"McMullen","Texas",38.2,62000,31455,91,11.7571059431525,2.45478036175711
"2764",50057,"Medina","Texas",39,62599,27475,5372,10.7317657870028,1.52026689573886
"2765",2119,"Menard","Texas",51.8,36395,25742,276,13.0250117980179,1.84049079754601
"2766",168167,"Midland","Texas",31.7,79421,39248,15871,9.43764234362271,1.71139403093354
"2767",24770,"Milam","Texas",41.7,47902,25714,3744,15.1150585385547,1.97012515139281
"2768",4889,"Mills","Texas",52.1,49306,27374,734,15.0132951523829,0.634076498261403
"2769",8523,"Mitchell","Texas",33.9,51492,21136,712,8.35386600962103,1.64261410301537
"2770",19489,"Montague","Texas",44.6,51765,28096,2995,15.3676432859562,2.37056801272513
"2771",571949,"Montgomery","Texas",37.1,80902,41211,52589,9.19470092613153,2.11137706333956
"2772",21399,"Moore","Texas",30.8,54871,23001,2712,12.6734894153932,2.44403944109538
"2773",12373,"Morris","Texas",43,41359,22971,2170,17.5381879899782,3.45914491230906
"2774",1252,"Motley","Texas",41.3,43859,29071,101,8.06709265175719,3.03514376996805
"2775",65339,"Nacogdoches","Texas",30.9,44847,23617,14803,22.6556880270589,4.07566690644179
"2776",48995,"Navarro","Texas",38.1,48529,23786,8150,16.6343504439228,3.37381365445454
"2777",13914,"Newton","Texas",44.3,40101,21659,3357,24.1267787839586,4.33376455368693
"2778",14904,"Nolan","Texas",37.5,45537,25094,2359,15.8279656468062,3.08641975308642
"2779",361540,"Nueces","Texas",35.5,55919,27740,58539,16.191569397577,2.76456270398849
"2780",10131,"Ochiltree","Texas",32.3,50464,23624,1522,15.023196130688,2.74405290691936
"2781",2094,"Oldham","Texas",35.9,64545,26408,152,7.25883476599809,0.620821394460363
"2782",84069,"Orange","Texas",37.9,59399,30114,11029,13.1189855951659,2.35401872271586
"2783",28540,"Palo Pinto","Texas",40.6,50154,25150,5097,17.8591450595655,3.29011913104415
"2784",23327,"Panola","Texas",39.2,52982,26577,3353,14.3739014875466,2.13057829982424
"2785",133811,"Parker","Texas",39.7,77503,35142,10675,7.97766999723491,2.309227193579
"2786",9718,"Parmer","Texas",33.4,55359,23859,1440,14.8178637579749,0.864375385881869
"2787",15815,"Pecos","Texas",35.9,52397,21120,2041,12.9054694909896,0.967435978501423
"2788",48913,"Polk","Texas",43.7,49279,25164,8238,16.8421483041318,3.09120274773578
"2789",119674,"Potter","Texas",33.9,42528,22568,22979,19.2013302805956,1.54419506325518
"2790",6975,"Presidio","Texas",41.9,25098,15337,2717,38.9534050179211,4.22939068100358
"2791",11766,"Rains","Texas",48.4,51579,27938,1510,12.8335883052864,1.8018018018018
"2792",134026,"Randall","Texas",35.9,68261,34293,11104,8.28495963469775,1.87277095488935
"2793",3766,"Reagan","Texas",30,74868,25600,357,9.47955390334572,2.68189060010621
"2794",3408,"Real","Texas",47.4,35862,18235,780,22.887323943662,0.469483568075117
"2795",12171,"Red River","Texas",45.9,39142,22689,2352,19.3246241064826,2.87568811108372
"2796",15492,"Reeves","Texas",35.8,53311,20020,2033,13.1229021430416,3.76323263619933
"2797",7145,"Refugio","Texas",43.3,50076,24248,1148,16.0671798460462,2.85514345696291
"2798",805,"Roberts","Texas",43.2,68750,30955,93,11.5527950310559,0.869565217391304
"2799",16990,"Robertson","Texas",41.5,52928,26033,2356,13.8669805768099,3.10771041789288
"2800",97175,"Rockwall","Texas",37.5,100920,42346,4579,4.712117314124,1.99536917931567
"2801",10277,"Runnels","Texas",40.8,44940,24402,1518,14.7708475235964,1.10927313418313
"2802",53755,"Rusk","Texas",38.2,55234,26658,5769,10.7320249279137,3.06018044833039
"2803",10471,"Sabine","Texas",53,34992,24870,2076,19.8261866106389,2.84595549613217
"2804",8286,"San Augustine","Texas",49.3,40353,23683,1995,24.0767559739319,2.59473811247888
